Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date
ER,Jharkhand,1010,0.0,23.4,2017-12-15
ER,Odisha,3688,0.0,67.5,2017-12-15
ER,West Bengal,6704,0.0,111.1,2017-12-15
ER,Sikkim,105,0.0,1.6,2017-12-15
NER,Arunachal Pradesh,124,5.0,2.3,2017-12-15
NER,Assam,1433,25.0,22.9,2017-12-15
NER,Manipur,170,6.0,2.5,2017-12-15
NER,Tripura,223,3.0,3.3,2017-12-15
NER,Nagaland,121,6.0,2.3,2017-12-15
ER,DVC,2816,0.0,65.0,2017-12-15
WR,MP,12139,0.0,232.7,2017-12-15
WR,DD,315,0.0,7.0,2017-12-15
WR,Chhattisgarh,3392,0.0,73.8,2017-12-15
WR,Gujarat,14079,0.0,298.0,2017-12-15
NR,Punjab,5175,0.0,91.8,2017-12-15
NR,Haryana,6374,37.0,114.4,2017-12-15
NR,Rajasthan,9971,509.0,198.0,2017-12-15
NR,Delhi,3901,0.0,66.6,2017-12-15
NER,Meghalaya,312,0.0,6.1,2017-12-15
NR,Uttarakhand,1905,0.0,35.2,2017-12-15
NR,HP,1530,0.0,27.8,2017-12-15
NR,J&K,2059,515.0,40.9,2017-12-15
NR,Chandigarh,218,0.0,3.6,2017-12-15
NR,UP,13040,600.0,272.9,2017-12-15
NR,Punjab,5896,0.0,121.0,2018-12-15
NR,Haryana,6410,0.0,120.2,2018-12-15
NR,Rajasthan,12075,0.0,228.0,2018-12-15
NR,Delhi,3637,0.0,61.6,2018-12-15
NR,UP,13377,20.0,257.9,2018-12-15
NR,Uttarakhand,1993,0.0,37.4,2018-12-15
WR,Essar steel,571,0.0,11.8,2018-12-15
WR,Goa,453,0.0,9.8,2018-12-15
WR,DD,310,0.0,6.4,2018-12-15
WR,Maharashtra,20288,0.0,412.4,2018-12-15
NR,HP,1571,19.0,29.0,2018-12-15
NR,Chandigarh,200,0.0,3.3,2018-12-15
WR,Chhattisgarh,3585,0.0,76.1,2018-12-15
WR,Gujarat,14837,0.0,317.7,2018-12-15
WR,MP,13353,0.0,250.3,2018-12-15
WR,DNH,728,0.0,16.9,2018-12-15
NR,J&K,2454,613.0,49.8,2018-12-15
ER,Jharkhand,1042,0.0,24.1,2018-12-15
SR,Telangana,8194,0.0,171.8,2018-12-15
ER,Odisha,4140,0.0,75.9,2018-12-15
ER,West Bengal,6365,0.0,116.2,2018-12-15
ER,Bihar,3894,0.0,70.6,2018-12-15
ER,Sikkim,99,0.0,1.5,2018-12-15
NER,Arunachal Pradesh,128,8.0,2.3,2018-12-15
NER,Assam,1392,31.0,22.8,2018-12-15
NER,Manipur,157,4.0,2.8,2018-12-15
NER,Meghalaya,348,14.0,6.0,2018-12-15
NER,Mizoram,93,6.0,1.5,2018-12-15
NER,Nagaland,131,7.0,2.0,2018-12-15
NER,Tripura,231,12.0,3.4,2018-12-15
SR,Pondy,334,0.0,6.7,2018-12-15
SR,Tamil Nadu,14168,0.0,288.8,2018-12-15
SR,Kerala,3596,0.0,70.4,2018-12-15
SR,Karnataka,10640,0.0,203.5,2018-12-15
SR,Andhra Pradesh,7962,0.0,166.9,2018-12-15
ER,DVC,3049,0.0,63.4,2018-12-15
WR,Maharashtra,20327,0.0,422.9,2019-12-15
WR,Gujarat,14483,0.0,299.5,2019-12-15
WR,Chhattisgarh,3339,0.0,74.2,2019-12-15
NR,Chandigarh,215,0.0,3.4,2019-12-15
NR,J&K(UT) and Ladakh(UT),2306,576.0,47.7,2019-12-15
NR,HP,1550,0.0,27.6,2019-12-15
WR,Goa,537,0.0,11.4,2019-12-15
WR,DD,287,0.0,6.6,2019-12-15
WR,DNH,772,0.0,18.2,2019-12-15
NR,Uttarakhand,1796,0.0,32.7,2019-12-15
NR,UP,13308,0.0,234.2,2019-12-15
NR,Delhi,3819,0.0,62.0,2019-12-15
NR,Rajasthan,11276,0.0,212.7,2019-12-15
NR,Haryana,5178,0.0,101.7,2019-12-15
NR,Punjab,4841,0.0,97.2,2019-12-15
WR,Essar steel,313,0.0,6.2,2019-12-15
WR,MP,12140,0.0,220.9,2019-12-15
NER,Nagaland,118,1.0,2.1,2019-12-15
SR,Pondy,304,0.0,6.1,2019-12-15
NER,Arunachal Pradesh,110,2.0,2.0,2019-12-15
ER,Odisha,3892,0.0,75.8,2019-12-15
SR,Andhra Pradesh,7569,0.0,154.2,2019-12-15
SR,Telangana,9328,0.0,199.6,2019-12-15
NER,Assam,1192,12.0,19.7,2019-12-15
NER,Manipur,186,3.0,2.5,2019-12-15
NER,Meghalaya,332,0.0,6.0,2019-12-15
NER,Mizoram,99,2.0,1.7,2019-12-15
SR,Karnataka,9893,0.0,178.7,2019-12-15
NER,Tripura,213,1.0,3.4,2019-12-15
SR,Kerala,3243,0.0,63.4,2019-12-15
ER,Jharkhand,1101,0.0,21.8,2019-12-15
ER,DVC,3006,0.0,61.6,2019-12-15
ER,Bihar,3731,0.0,63.9,2019-12-15
SR,Tamil Nadu,10657,0.0,223.8,2019-12-15
ER,Sikkim,100,0.0,1.6,2019-12-15
ER,West Bengal,5643,0.0,108.3,2019-12-15
NR,Punjab,5959,0.0,116.7,2020-12-15
NER,Meghalaya,364,0.0,6.8,2020-12-15
NER,Mizoram,110,1.0,1.6,2020-12-15
NER,Nagaland,126,2.0,2.0,2020-12-15
NER,Tripura,232,3.0,3.5,2020-12-15
NR,Haryana,6332,0.0,126.9,2020-12-15
WR,Gujarat,15434,0.0,329.6,2020-12-15
WR,Chhattisgarh,3636,0.0,80.7,2020-12-15
NR,Chandigarh,219,0.0,3.5,2020-12-15
NR,J&K(UT) & Ladakh(UT),2824,500.0,56.0,2020-12-15
NR,HP,1760,0.0,30.6,2020-12-15
NR,Uttarakhand,2020,0.0,38.3,2020-12-15
NR,UP,16025,0.0,276.9,2020-12-15
NER,Manipur,234,3.0,3.1,2020-12-15
NER,Assam,1427,23.0,23.9,2020-12-15
ER,Sikkim,143,0.0,2.2,2020-12-15
NR,Delhi,3882,0.0,64.8,2020-12-15
WR,MP,12864,0.0,243.8,2020-12-15
WR,Maharashtra,22262,0.0,452.3,2020-12-15
WR,Goa,512,0.0,10.9,2020-12-15
WR,DD,342,0.0,7.4,2020-12-15
WR,DNH,795,0.0,18.4,2020-12-15
WR,AMNSIL,799,0.0,17.7,2020-12-15
SR,Andhra Pradesh,7916,0.0,157.7,2020-12-15
SR,Telangana,9512,0.0,180.5,2020-12-15
NER,Arunachal Pradesh,110,2.0,2.1,2020-12-15
SR,Kerala,3558,0.0,71.4,2020-12-15
SR,Tamil Nadu,12957,0.0,270.2,2020-12-15
SR,Karnataka,11308,0.0,202.8,2020-12-15
SR,Puducherry,332,0.0,6.7,2020-12-15
ER,Bihar,4535,0.0,76.8,2020-12-15
ER,DVC,3091,0.0,64.2,2020-12-15
ER,Jharkhand,1576,0.0,24.6,2020-12-15
ER,Odisha,4041,0.0,73.4,2020-12-15
ER,West Bengal,6372,0.0,115.4,2020-12-15
NR,Rajasthan,13149,0.0,245.0,2020-12-15
WR,DNH,849,0.0,19.2,2021-12-15
WR,DD,336,0.0,7.4,2021-12-15
WR,Goa,610,0.0,12.8,2021-12-15
WR,Maharashtra,23848,0.0,485.6,2021-12-15
SR,Andhra Pradesh,8051,0.0,166.4,2021-12-15
SR,Telangana,9310,0.0,175.0,2021-12-15
SR,Karnataka,9410,0.0,174.2,2021-12-15
SR,Kerala,3818,0.0,76.7,2021-12-15
WR,AMNSIL,868,0.0,19.2,2021-12-15
NR,Uttarakhand,2066,0.0,38.9,2021-12-15
NR,HP,1940,0.0,34.9,2021-12-15
NR,Punjab,6517,0.0,131.9,2021-12-15
NR,Haryana,7186,0.0,134.3,2021-12-15
NR,Rajasthan,14748,0.0,270.6,2021-12-15
NR,Delhi,3985,0.0,66.3,2021-12-15
NR,UP,17061,0.0,301.0,2021-12-15
WR,Gujarat,16595,0.0,349.7,2021-12-15
WR,Chhattisgarh,3697,0.0,79.6,2021-12-15
NR,Chandigarh,220,0.0,3.5,2021-12-15
NR,J&K(UT) & Ladakh(UT),2938,250.0,57.1,2021-12-15
SR,Tamil Nadu,13665,0.0,277.7,2021-12-15
SR,Puducherry,357,0.0,7.1,2021-12-15
WR,MP,14954,0.0,293.3,2021-12-15
ER,DVC,3180,60.0,64.2,2021-12-15
ER,Bihar,4059,0.0,75.8,2021-12-15
NER,Tripura,223,0.0,3.5,2021-12-15
NER,Nagaland,155,0.0,2.5,2021-12-15
NER,Meghalaya,389,0.0,6.9,2021-12-15
NER,Manipur,229,0.0,3.2,2021-12-15
NER,Mizoram,125,0.0,1.7,2021-12-15
NER,Arunachal Pradesh,126,0.0,2.1,2021-12-15
ER,Sikkim,108,0.0,2.2,2021-12-15
ER,West Bengal,6051,0.0,112.3,2021-12-15
ER,Odisha,4984,0.0,96.3,2021-12-15
ER,Jharkhand,1327,128.0,24.5,2021-12-15
NER,Assam,1448,0.0,24.7,2021-12-15
WR,Chhattisgarh,4531,0.0,98.4,2022-12-15
WR,Goa,654,0.0,13.6,2022-12-15
WR,Maharashtra,26261,0.0,547.3,2022-12-15
WR,MP,15181,0.0,298.7,2022-12-15
WR,Gujarat,19790,0.0,395.9,2022-12-15
NR,Chandigarh,216,0.0,3.5,2022-12-15
NR,Rajasthan,15598,72.0,303.8,2022-12-15
NR,HP,1944,0.0,34.4,2022-12-15
NR,Uttarakhand,2117,0.0,40.8,2022-12-15
NR,UP,17404,0.0,316.5,2022-12-15
NR,Delhi,3860,0.0,67.7,2022-12-15
WR,DNHDDPDCL,1223,0.0,28.0,2022-12-15
NR,Haryana,7793,0.0,142.7,2022-12-15
NR,Punjab,7207,0.0,137.0,2022-12-15
NR,J&K(UT) & Ladakh(UT),2753,0.0,58.0,2022-12-15
WR,AMNSIL,787,0.0,17.8,2022-12-15
ER,Bihar,4531,0.0,79.7,2022-12-15
SR,Telangana,11407,0.0,198.8,2022-12-15
NER,Tripura,220,0.0,3.8,2022-12-15
NER,Nagaland,150,0.0,2.4,2022-12-15
NER,Mizoram,137,0.0,1.9,2022-12-15
NER,Meghalaya,375,0.0,7.0,2022-12-15
NER,Assam,1506,0.0,25.7,2022-12-15
NER,Arunachal Pradesh,135,0.0,2.3,2022-12-15
ER,Sikkim,119,0.0,1.9,2022-12-15
ER,West Bengal,6820,0.0,124.6,2022-12-15
ER,Odisha,4699,0.0,94.7,2022-12-15
ER,Jharkhand,1564,0.0,27.4,2022-12-15
ER,DVC,3345,0.0,69.6,2022-12-15
SR,Puducherry,389,0.0,8.6,2022-12-15
SR,Tamil Nadu,14021,0.0,282.8,2022-12-15
SR,Kerala,3698,0.0,71.5,2022-12-15
SR,Karnataka,9476,0.0,179.3,2022-12-15
SR,Andhra Pradesh,7854,0.0,166.8,2022-12-15
NER,Manipur,237,0.0,3.3,2022-12-15
WR,MP,8668,8.0,170.4,2014-01-16
ER,Sikkim,102,0.0,1.9,2014-01-16
NR,Chandigarh,221,0.0,3.9,2014-01-16
NR,J&K,2173,100.0,41.1,2014-01-16
NER,Tripura,190,1.0,2.5,2014-01-16
NER,Nagaland,97,3.0,1.6,2014-01-16
NER,Mizoram,79,1.0,1.2,2014-01-16
NER,Meghalaya,286,1.0,5.0,2014-01-16
NER,Manipur,109,13.0,1.6,2014-01-16
NER,Assam,990,178.0,19.4,2014-01-16
NER,Arunachal Pradesh,113,2.0,1.6,2014-01-16
ER,West Bengal,6069,0.0,107.3,2014-01-16
ER,Odisha,3576,0.0,65.3,2014-01-16
ER,Jharkhand,1000,0.0,22.2,2014-01-16
ER,DVC,2561,150.0,57.7,2014-01-16
ER,Bihar,2059,100.0,43.7,2014-01-16
SR,Pondy,231,0.0,4.2,2014-01-16
SR,Tamil Nadu,10313,630.0,217.0,2014-01-16
SR,Kerala,3296,150.0,60.7,2014-01-16
SR,Karnataka,8581,400.0,182.0,2014-01-16
SR,Andhra Pradesh,11158,0.0,259.5,2014-01-16
WR,Essar steel,423,0.0,8.8,2014-01-16
WR,DNH,646,1.0,15.0,2014-01-16
WR,DD,241,0.0,5.8,2014-01-16
WR,Goa,380,0.0,7.7,2014-01-16
NR,HP,1306,0.0,25.0,2014-01-16
NR,Uttarakhand,1718,40.0,34.5,2014-01-16
NR,UP,10950,1780.0,241.9,2014-01-16
NR,Rajasthan,9488,0.0,195.5,2014-01-16
NR,Haryana,5717,103.0,106.7,2014-01-16
NR,Punjab,4941,50.0,90.7,2014-01-16
WR,Chhattisgarh,2912,207.0,62.3,2014-01-16
WR,Gujarat,10856,0.0,231.3,2014-01-16
NR,Delhi,3805,0.0,67.7,2014-01-16
WR,Maharashtra,17523,477.0,360.2,2014-01-16
NR,Chandigarh,234,0.0,4.0,2015-01-16
WR,Gujarat,11766,0.0,247.9,2015-01-16
WR,Chhattisgarh,3089,138.0,66.4,2015-01-16
NR,J&K,1954,345.0,42.8,2015-01-16
NR,HP,1351,0.0,25.2,2015-01-16
NER,Manipur,141,4.0,2.3,2015-01-16
NER,Meghalaya,332,3.0,4.9,2015-01-16
NER,Mizoram,81,4.0,1.2,2015-01-16
NER,Nagaland,119,1.0,1.8,2015-01-16
NER,Tripura,203,2.0,2.8,2015-01-16
NR,Uttarakhand,1846,75.0,36.4,2015-01-16
NR,UP,9918,3740.0,234.5,2015-01-16
NR,Delhi,4206,0.0,70.7,2015-01-16
NR,Rajasthan,9724,0.0,210.3,2015-01-16
NR,Haryana,6214,0.0,114.4,2015-01-16
WR,MP,9075,0.0,174.2,2015-01-16
WR,Maharashtra,17465,144.0,363.3,2015-01-16
WR,Goa,358,0.0,7.6,2015-01-16
WR,DD,249,0.0,5.5,2015-01-16
ER,Sikkim,102,0.0,1.9,2015-01-16
ER,West Bengal,6005,0.0,106.3,2015-01-16
ER,Odisha,3435,0.0,63.8,2015-01-16
ER,Jharkhand,931,50.0,20.7,2015-01-16
ER,DVC,2535,0.0,55.7,2015-01-16
ER,Bihar,2733,150.0,54.6,2015-01-16
NR,Punjab,5118,0.0,88.4,2015-01-16
SR,Pondy,225,0.0,4.5,2015-01-16
SR,Kerala,3231,125.0,58.4,2015-01-16
SR,Karnataka,8173,800.0,176.4,2015-01-16
SR,Telangana,6019,100.0,121.7,2015-01-16
SR,Andhra Pradesh,5971,0.0,125.2,2015-01-16
WR,Essar steel,345,0.0,7.3,2015-01-16
WR,DNH,641,0.0,14.9,2015-01-16
SR,Tamil Nadu,9812,698.0,206.2,2015-01-16
NER,Arunachal Pradesh,115,5.0,1.7,2015-01-16
NER,Assam,1099,157.0,21.2,2015-01-16
NR,Punjab,5372,0.0,100.6,2016-01-16
SR,Andhra Pradesh,6009,0.0,120.1,2016-01-16
SR,Telangana,5813,0.0,120.9,2016-01-16
SR,Karnataka,8528,800.0,183.3,2016-01-16
SR,Kerala,3290,0.0,61.7,2016-01-16
SR,Tamil Nadu,10600,0.0,213.4,2016-01-16
SR,Pondy,215,0.0,4.6,2016-01-16
ER,Bihar,3546,0.0,65.5,2016-01-16
NER,Tripura,209,2.0,3.1,2016-01-16
WR,Essar steel,392,0.0,7.7,2016-01-16
NR,Haryana,6214,271.0,119.3,2016-01-16
NER,Mizoram,95,3.0,1.5,2016-01-16
NER,Meghalaya,361,6.0,5.5,2016-01-16
NER,Manipur,159,3.0,2.6,2016-01-16
NER,Assam,1294,7.0,21.7,2016-01-16
NER,Arunachal Pradesh,108,4.0,1.9,2016-01-16
ER,Sikkim,102,0.0,1.6,2016-01-16
ER,West Bengal,5801,0.0,117.8,2016-01-16
ER,Odisha,3762,0.0,67.2,2016-01-16
NER,Nagaland,105,6.0,2.0,2016-01-16
ER,DVC,2340,0.0,59.3,2016-01-16
ER,Jharkhand,960,0.0,23.2,2016-01-16
WR,DD,289,0.0,6.5,2016-01-16
NR,Chandigarh,218,0.0,3.8,2016-01-16
WR,DNH,681,0.0,15.7,2016-01-16
NR,J&K,1983,496.0,44.2,2016-01-16
NR,Uttarakhand,1884,75.0,33.4,2016-01-16
NR,UP,10889,1585.0,238.6,2016-01-16
NR,Delhi,3667,6.0,63.6,2016-01-16
NR,HP,1418,0.0,25.7,2016-01-16
WR,Chhattisgarh,3342,96.0,72.7,2016-01-16
WR,Gujarat,12538,8.0,266.8,2016-01-16
WR,MP,9995,0.0,202.7,2016-01-16
WR,Maharashtra,18345,36.0,376.0,2016-01-16
WR,Goa,422,0.0,7.7,2016-01-16
NR,Rajasthan,8704,0.0,174.9,2016-01-16
ER,Odisha,3871,0.0,66.0,2017-01-16
SR,Tamil Nadu,11573,0.0,240.8,2017-01-16
SR,Pondy,230,0.0,4.5,2017-01-16
ER,Bihar,3582,100.0,63.1,2017-01-16
ER,DVC,2689,0.0,62.3,2017-01-16
ER,Jharkhand,1175,0.0,24.1,2017-01-16
ER,West Bengal,6534,0.0,104.0,2017-01-16
NER,Mizoram,87,2.0,1.5,2017-01-16
NER,Arunachal Pradesh,108,2.0,2.0,2017-01-16
NER,Assam,1309,2.0,21.3,2017-01-16
NER,Manipur,133,1.0,2.2,2017-01-16
NER,Meghalaya,293,0.0,5.2,2017-01-16
NER,Nagaland,101,1.0,1.8,2017-01-16
NER,Tripura,208,0.0,3.6,2017-01-16
ER,Sikkim,88,0.0,1.6,2017-01-16
SR,Kerala,3412,0.0,63.7,2017-01-16
SR,Andhra Pradesh,6618,0.0,145.2,2017-01-16
SR,Telangana,8125,0.0,152.2,2017-01-16
NR,Punjab,5273,0.0,88.1,2017-01-16
NR,Haryana,6595,0.0,114.9,2017-01-16
NR,Rajasthan,9852,0.0,210.2,2017-01-16
SR,Karnataka,9337,0.0,195.2,2017-01-16
NR,UP,13850,0.0,288.1,2017-01-16
NR,Uttarakhand,1938,0.0,34.2,2017-01-16
NR,J&K,2121,530.0,41.3,2017-01-16
NR,Chandigarh,223,0.0,3.8,2017-01-16
NR,Delhi,3709,0.0,64.0,2017-01-16
WR,Gujarat,13379,0.0,269.4,2017-01-16
WR,Chhattisgarh,3173,0.0,71.6,2017-01-16
WR,Essar steel,429,0.0,7.7,2017-01-16
WR,DNH,718,0.0,16.3,2017-01-16
NR,HP,1371,0.0,25.6,2017-01-16
WR,Goa,426,0.0,8.7,2017-01-16
WR,Maharashtra,19601,142.0,406.2,2017-01-16
WR,MP,9854,0.0,209.1,2017-01-16
WR,DD,289,0.0,6.2,2017-01-16
NER,Assam,1421,16.0,23.5,2018-01-16
NER,Tripura,224,1.0,3.5,2018-01-16
NER,Arunachal Pradesh,110,3.0,2.3,2018-01-16
ER,Sikkim,102,0.0,1.7,2018-01-16
NER,Manipur,181,4.0,2.9,2018-01-16
NER,Meghalaya,320,0.0,6.7,2018-01-16
NER,Mizoram,88,3.0,1.8,2018-01-16
NER,Nagaland,108,7.0,2.0,2018-01-16
WR,Essar steel,508,0.0,9.8,2018-01-16
SR,Andhra Pradesh,7880,0.0,155.8,2018-01-16
WR,DNH,750,0.0,17.6,2018-01-16
WR,DD,296,0.0,5.3,2018-01-16
WR,Goa,482,0.0,9.9,2018-01-16
WR,Maharashtra,21514,0.0,438.4,2018-01-16
SR,Telangana,8477,0.0,171.8,2018-01-16
SR,Karnataka,10118,0.0,210.5,2018-01-16
SR,Kerala,3543,0.0,67.1,2018-01-16
SR,Tamil Nadu,11924,0.0,249.8,2018-01-16
SR,Pondy,260,0.0,5.2,2018-01-16
ER,Bihar,4301,0.0,73.7,2018-01-16
NR,Punjab,5509,0.0,106.5,2018-01-16
ER,DVC,3017,0.0,70.5,2018-01-16
NR,Chandigarh,221,0.0,3.6,2018-01-16
WR,Chhattisgarh,3405,0.0,74.1,2018-01-16
WR,Gujarat,13916,0.0,300.5,2018-01-16
WR,MP,11639,0.0,219.2,2018-01-16
NR,J&K,2199,550.0,46.8,2018-01-16
NR,HP,1521,0.0,27.8,2018-01-16
NR,Uttarakhand,2125,0.0,39.6,2018-01-16
NR,UP,14100,0.0,306.0,2018-01-16
NR,Delhi,3839,0.0,65.5,2018-01-16
NR,Rajasthan,10808,349.0,187.4,2018-01-16
ER,Jharkhand,1144,0.0,24.4,2018-01-16
NR,Haryana,6796,174.0,125.6,2018-01-16
ER,Odisha,4260,0.0,77.6,2018-01-16
ER,West Bengal,6404,0.0,109.5,2018-01-16
WR,DNH,771,0.0,17.7,2019-01-16
NR,HP,1646,0.0,30.3,2019-01-16
NR,J&K,2428,607.0,48.5,2019-01-16
NR,Chandigarh,244,0.0,4.0,2019-01-16
WR,Chhattisgarh,3754,0.0,79.5,2019-01-16
WR,Gujarat,14721,0.0,316.4,2019-01-16
WR,MP,13695,0.0,251.6,2019-01-16
WR,Maharashtra,20777,0.0,421.8,2019-01-16
WR,Goa,458,0.0,9.5,2019-01-16
WR,DD,312,0.0,6.9,2019-01-16
WR,Essar steel,442,0.0,7.8,2019-01-16
SR,Andhra Pradesh,7746,0.0,151.2,2019-01-16
SR,Telangana,8827,0.0,174.0,2019-01-16
SR,Karnataka,11212,0.0,212.2,2019-01-16
SR,Kerala,3599,0.0,67.1,2019-01-16
SR,Tamil Nadu,11134,0.0,227.9,2019-01-16
SR,Pondy,265,0.0,6.0,2019-01-16
ER,Bihar,4213,0.0,73.9,2019-01-16
ER,DVC,3149,285.0,65.4,2019-01-16
ER,Jharkhand,1044,0.0,22.8,2019-01-16
ER,Odisha,3990,0.0,73.8,2019-01-16
ER,West Bengal,6446,0.0,121.4,2019-01-16
ER,Sikkim,95,0.0,1.4,2019-01-16
NER,Arunachal Pradesh,111,2.0,2.1,2019-01-16
NER,Assam,1382,28.0,21.4,2019-01-16
NR,Uttarakhand,2116,0.0,39.7,2019-01-16
NER,Manipur,210,6.0,2.9,2019-01-16
NER,Meghalaya,351,2.0,6.1,2019-01-16
NER,Mizoram,106,5.0,1.8,2019-01-16
NER,Nagaland,109,4.0,2.2,2019-01-16
NR,Punjab,5820,0.0,118.0,2019-01-16
NR,Haryana,6922,0.0,132.0,2019-01-16
NR,Rajasthan,12168,0.0,240.9,2019-01-16
NR,Delhi,4254,0.0,72.3,2019-01-16
NR,UP,14114,180.0,291.3,2019-01-16
NER,Tripura,219,12.0,3.9,2019-01-16
SR,Tamil Nadu,10650,0.0,227.2,2020-01-16
NR,Rajasthan,12650,0.0,225.9,2020-01-16
NR,Delhi,4361,0.0,76.4,2020-01-16
NR,UP,14548,85.0,253.9,2020-01-16
NR,Uttarakhand,2145,0.0,39.8,2020-01-16
NR,HP,1699,0.0,31.1,2020-01-16
NR,J&K(UT) and Ladakh(UT),2479,620.0,42.2,2020-01-16
NR,Chandigarh,276,0.0,4.7,2020-01-16
NER,Assam,1295,5.0,20.9,2020-01-16
WR,Chhattisgarh,3656,0.0,78.8,2020-01-16
NER,Tripura,219,1.0,3.7,2020-01-16
SR,Karnataka,12678,0.0,227.3,2020-01-16
NER,Mizoram,104,2.0,1.6,2020-01-16
NER,Meghalaya,372,0.0,6.1,2020-01-16
NER,Manipur,217,1.0,3.2,2020-01-16
SR,Telangana,10367,0.0,200.8,2020-01-16
SR,Kerala,3577,0.0,70.1,2020-01-16
SR,Andhra Pradesh,8085,0.0,153.7,2020-01-16
WR,DNH,783,0.0,18.2,2020-01-16
WR,DD,326,0.0,7.2,2020-01-16
WR,Goa,484,0.0,10.0,2020-01-16
WR,Maharashtra,21823,0.0,438.8,2020-01-16
WR,MP,11700,0.0,214.5,2020-01-16
WR,Gujarat,14908,0.0,309.7,2020-01-16
WR,Essar steel,283,0.0,5.6,2020-01-16
NER,Nagaland,132,1.0,2.2,2020-01-16
NR,Punjab,5829,0.0,112.0,2020-01-16
NER,Arunachal Pradesh,121,1.0,2.3,2020-01-16
ER,Sikkim,130,0.0,1.9,2020-01-16
ER,West Bengal,6429,0.0,113.8,2020-01-16
ER,Odisha,3619,0.0,65.6,2020-01-16
ER,Jharkhand,1308,0.0,25.4,2020-01-16
ER,DVC,3123,0.0,63.2,2020-01-16
ER,Bihar,4515,0.0,77.1,2020-01-16
SR,Pondy,260,0.0,5.2,2020-01-16
NR,Haryana,6500,0.0,125.3,2020-01-16
NER,Assam,1417,15.0,22.9,2021-01-16
NER,Manipur,243,3.0,3.2,2021-01-16
NER,Tripura,244,2.0,4.0,2021-01-16
NER,Mizoram,124,1.0,1.9,2021-01-16
NER,Nagaland,123,2.0,2.2,2021-01-16
NER,Arunachal Pradesh,137,2.0,2.3,2021-01-16
NER,Meghalaya,427,0.0,7.0,2021-01-16
ER,Sikkim,124,0.0,2.1,2021-01-16
ER,DVC,3199,0.0,67.5,2021-01-16
ER,Odisha,3757,0.0,72.9,2021-01-16
ER,Jharkhand,1421,128.0,25.5,2021-01-16
ER,Bihar,4980,0.0,90.8,2021-01-16
SR,Puducherry,287,0.0,5.7,2021-01-16
SR,Tamil Nadu,9973,0.0,200.0,2021-01-16
SR,Kerala,3556,0.0,71.8,2021-01-16
SR,Karnataka,11388,0.0,208.5,2021-01-16
ER,West Bengal,6186,0.0,127.9,2021-01-16
NR,Uttarakhand,2278,0.0,41.3,2021-01-16
NR,HP,1904,0.0,33.0,2021-01-16
NR,Delhi,4456,0.0,72.5,2021-01-16
NR,UP,16765,140.0,295.1,2021-01-16
WR,DNH,832,0.0,19.1,2021-01-16
NR,Rajasthan,13825,0.0,256.4,2021-01-16
NR,Haryana,6658,0.0,130.8,2021-01-16
NR,Punjab,6172,0.0,121.9,2021-01-16
SR,Telangana,11568,0.0,217.0,2021-01-16
WR,AMNSIL,832,0.0,18.6,2021-01-16
SR,Andhra Pradesh,8320,0.0,163.6,2021-01-16
WR,Goa,494,0.0,10.7,2021-01-16
WR,Maharashtra,23512,0.0,473.0,2021-01-16
WR,MP,14314,0.0,277.6,2021-01-16
WR,Gujarat,16409,0.0,338.4,2021-01-16
WR,Chhattisgarh,4264,0.0,92.6,2021-01-16
NR,Chandigarh,255,0.0,4.3,2021-01-16
NR,J&K(UT) & Ladakh(UT),2758,600.0,57.3,2021-01-16
WR,DD,339,0.0,7.6,2021-01-16
ER,Bihar,4954,0.0,83.3,2022-01-16
SR,Kerala,3442,0.0,69.0,2022-01-16
SR,Karnataka,11135,0.0,213.3,2022-01-16
SR,Andhra Pradesh,8119,0.0,152.8,2022-01-16
SR,Telangana,8867,0.0,168.5,2022-01-16
WR,DNH,801,0.0,18.9,2022-01-16
WR,Chhattisgarh,3675,0.0,77.6,2022-01-16
WR,Gujarat,16340,0.0,327.6,2022-01-16
WR,MP,11624,0.0,220.1,2022-01-16
WR,Maharashtra,23131,0.0,463.6,2022-01-16
WR,Goa,513,0.0,10.6,2022-01-16
WR,DD,315,0.0,7.2,2022-01-16
WR,AMNSIL,736,0.0,16.8,2022-01-16
SR,Tamil Nadu,11086,0.0,235.2,2022-01-16
ER,DVC,3026,0.0,67.4,2022-01-16
NR,Chandigarh,225,0.0,3.9,2022-01-16
ER,Jharkhand,1625,0.0,30.9,2022-01-16
SR,Puducherry,291,0.0,6.0,2022-01-16
ER,West Bengal,5655,0.0,105.2,2022-01-16
ER,Sikkim,99,0.0,1.5,2022-01-16
NER,Arunachal Pradesh,135,0.0,2.3,2022-01-16
NER,Assam,1374,0.0,22.7,2022-01-16
NER,Manipur,230,0.0,3.3,2022-01-16
NER,Meghalaya,366,0.0,7.0,2022-01-16
NER,Mizoram,120,0.0,1.9,2022-01-16
NER,Nagaland,137,0.0,2.2,2022-01-16
NER,Tripura,212,0.0,3.5,2022-01-16
NR,Punjab,6335,0.0,117.2,2022-01-16
NR,Haryana,5573,0.0,111.1,2022-01-16
ER,Odisha,5289,0.0,95.6,2022-01-16
NR,Delhi,4125,0.0,66.4,2022-01-16
NR,UP,18369,0.0,310.9,2022-01-16
NR,Uttarakhand,2156,0.0,40.9,2022-01-16
NR,HP,1757,0.0,32.0,2022-01-16
NR,Rajasthan,13566,0.0,247.9,2022-01-16
